lvl;url;name
3;https://www.livelib.ru/genre/Гиа-по-математике-огэ-гвэ;ГИА по математике (ОГЭ, ГВЭ);385
3;https://www.livelib.ru/genre/Гиа-по-обществознанию-огэ-гвэ;ГИА по обществознанию (ОГЭ, ГВЭ);259
3;https://www.livelib.ru/genre/Гиа-по-русскому-языку-огэ-гвэ;ГИА по русскому языку (ОГЭ, ГВЭ);486
3;https://www.livelib.ru/genre/Гиа-по-физике-огэ-гвэ;ГИА по физике (ОГЭ, ГВЭ);205
3;https://www.livelib.ru/genre/Гиа-по-химии-огэ-гвэ;ГИА по химии (ОГЭ, ГВЭ);203
2;https://www.livelib.ru/genre/Егэ;ЕГЭ;3517
3;https://www.livelib.ru/genre/Егэ-по-биологии;ЕГЭ по биологии;400
3;https://www.livelib.ru/genre/Егэ-по-географии;ЕГЭ по географии;231
3;https://www.livelib.ru/genre/Егэ-по-иностранному-языку;ЕГЭ по иностранному языку;417
3;https://www.livelib.ru/genre/Егэ-по-информатике-и-икт;ЕГЭ по информатике и ИКТ;160
3;https://www.livelib.ru/genre/Егэ-по-истории;ЕГЭ по истории;2
3;https://www.livelib.ru/genre/Егэ-по-литературе;ЕГЭ по литературе;161
3;https://www.livelib.ru/genre/Егэ-по-математике;ЕГЭ по математике;573
3;https://www.livelib.ru/genre/Егэ-по-обществознанию;ЕГЭ по обществознанию;462
3;https://www.livelib.ru/genre/Егэ-по-русскому-языку;ЕГЭ по русскому языку;607
3;https://www.livelib.ru/genre/Егэ-по-физике;ЕГЭ по физике;265
3;https://www.livelib.ru/genre/Егэ-по-химии;ЕГЭ по химии;235
3;https://www.livelib.ru/genre/Егэ-по-биологии;ЕГЭ по биологии;400
3;https://www.livelib.ru/genre/Егэ-по-географии;ЕГЭ по географии;231
3;https://www.livelib.ru/genre/Егэ-по-иностранному-языку;ЕГЭ по иностранному языку;417
3;https://www.livelib.ru/genre/Егэ-по-информатике-и-икт;ЕГЭ по информатике и ИКТ;160
3;https://www.livelib.ru/genre/Егэ-по-истории;ЕГЭ по истории;2
3;https://www.livelib.ru/genre/Егэ-по-литературе;ЕГЭ по литературе;161
3;https://www.livelib.ru/genre/Егэ-по-математике;ЕГЭ по математике;573
3;https://www.livelib.ru/genre/Егэ-по-обществознанию;ЕГЭ по обществознанию;462
3;https://www.livelib.ru/genre/Егэ-по-русскому-языку;ЕГЭ по русскому языку;607
3;https://www.livelib.ru/genre/Егэ-по-физике;ЕГЭ по физике;265
3;https://www.livelib.ru/genre/Егэ-по-химии;ЕГЭ по химии;235
2;https://www.livelib.ru/genre/Рабочие-тетради;Рабочие тетради;15
2;https://www.livelib.ru/genre/Список-школьной-литературы-10-11-класс;Список школьной литературы 10-11 класс;1
2;https://www.livelib.ru/genre/Список-школьной-литературы-7-8-класс;Список школьной литературы 7-8 класс;3
2;https://www.livelib.ru/genre/Учебники-1-класс;Учебники 1 класс;2298
3;https://www.livelib.ru/genre/Иностранный-язык-1-класс;Иностранный язык 1 класс;26
3;https://www.livelib.ru/genre/Математика-1-класс;Математика 1 класс;703
3;https://www.livelib.ru/genre/Окружающий-мир-1-класс;Окружающий мир 1 класс;272
3;https://www.livelib.ru/genre/Русский-язык-1-класс;Русский язык 1 класс;928
3;https://www.livelib.ru/genre/Чтение-1-класс;Чтение 1 класс;370
3;https://www.livelib.ru/genre/Иностранный-язык-1-класс;Иностранный язык 1 класс;26
3;https://www.livelib.ru/genre/Математика-1-класс;Математика 1 класс;703
3;https://www.livelib.ru/genre/Окружающий-мир-1-класс;Окружающий мир 1 класс;272
3;https://www.livelib.ru/genre/Русский-язык-1-класс;Русский язык 1 класс;928
3;https://www.livelib.ru/genre/Чтение-1-класс;Чтение 1 класс;370
2;https://www.livelib.ru/genre/Учебники-10-класс;Учебники 10 класс;17
3;https://www.livelib.ru/genre/Алгебра-10-класс;Алгебра 10 класс;1
3;https://www.livelib.ru/genre/История-10-класс;История 10 класс;11
3;https://www.livelib.ru/genre/Физика-10-класс;Физика 10 класс;5
3;https://www.livelib.ru/genre/Алгебра-10-класс;Алгебра 10 класс;1
3;https://www.livelib.ru/genre/История-10-класс;История 10 класс;11
3;https://www.livelib.ru/genre/Физика-10-класс;Физика 10 класс;5
2;https://www.livelib.ru/genre/Учебники-11-класс;Учебники 11 класс;16
3;https://www.livelib.ru/genre/История-11-класс;История 11 класс;6
3;https://www.livelib.ru/genre/Русский-язык-11-класс;Русский язык 11 класс;1
3;https://www.livelib.ru/genre/Физика-11-класс;Физика 11 класс;3
3;https://www.livelib.ru/genre/История-11-класс;История 11 класс;6
3;https://www.livelib.ru/genre/Русский-язык-11-класс;Русский язык 11 класс;1
3;https://www.livelib.ru/genre/Физика-11-класс;Физика 11 класс;3
2;https://www.livelib.ru/genre/Учебники-2-класс;Учебники 2 класс;2441
3;https://www.livelib.ru/genre/Иностранный-язык-2-класс;Иностранный язык 2 класс;339
3;https://www.livelib.ru/genre/Математика-2-класс;Математика 2 класс;755
3;https://www.livelib.ru/genre/Окружающий-мир-2-класс;Окружающий мир 2 класс;294
3;https://www.livelib.ru/genre/Русский-язык-2-класс;Русский язык 2 класс;672
3;https://www.livelib.ru/genre/Чтение-2-класс;Чтение 2 класс;381
3;https://www.livelib.ru/genre/Иностранный-язык-2-класс;Иностранный язык 2 класс;339
3;https://www.livelib.ru/genre/Математика-2-класс;Математика 2 класс;755
3;https://www.livelib.ru/genre/Окружающий-мир-2-класс;Окружающий мир 2 класс;294
3;https://www.livelib.ru/genre/Русский-язык-2-класс;Русский язык 2 класс;672
3;https://www.livelib.ru/genre/Чтение-2-класс;Чтение 2 класс;381
2;https://www.livelib.ru/genre/Учебники-3-класс;Учебники 3 класс;2162
3;https://www.livelib.ru/genre/Иностранный-язык-3-класс;Иностранный язык 3 класс;334
3;https://www.livelib.ru/genre/Математика-3-класс;Математика 3 класс;608
3;https://www.livelib.ru/genre/Окружающий-мир-3-класс;Окружающий мир 3 класс;266
3;https://www.livelib.ru/genre/Русский-язык-3-класс;Русский язык 3 класс;603
3;https://www.livelib.ru/genre/Чтение-3-класс;Чтение 3 класс;350
3;https://www.livelib.ru/genre/Иностранный-язык-3-класс;Иностранный язык 3 класс;334
3;https://www.livelib.ru/genre/Математика-3-класс;Математика 3 класс;608
3;https://www.livelib.ru/genre/Окружающий-мир-3-класс;Окружающий мир 3 класс;266
3;https://www.livelib.ru/genre/Русский-язык-3-класс;Русский язык 3 класс;603
3;https://www.livelib.ru/genre/Чтение-3-класс;Чтение 3 класс;350
2;https://www.livelib.ru/genre/Учебники-4-класс;Учебники 4 класс;2811
3;https://www.livelib.ru/genre/Иностранный-язык-4-класс;Иностранный язык 4 класс;498
3;https://www.livelib.ru/genre/Математика-4-класс;Математика 4 класс;751
3;https://www.livelib.ru/genre/Окружающий-мир-4-класс;Окружающий мир 4 класс;345
3;https://www.livelib.ru/genre/Русский-язык-4-класс;Русский язык 4 класс;771
3;https://www.livelib.ru/genre/Чтение-4-класс;Чтение 4 класс;446
3;https://www.livelib.ru/genre/Иностранный-язык-4-класс;Иностранный язык 4 класс;498
3;https://www.livelib.ru/genre/Математика-4-класс;Математика 4 класс;751
3;https://www.livelib.ru/genre/Окружающий-мир-4-класс;Окружающий мир 4 класс;345
3;https://www.livelib.ru/genre/Русский-язык-4-класс;Русский язык 4 класс;771
3;https://www.livelib.ru/genre/Чтение-4-класс;Чтение 4 класс;446
2;https://www.livelib.ru/genre/Учебники-5-класс;Учебники 5 класс;8
3;https://www.livelib.ru/genre/История-5-класс;История 5 класс;6
3;https://www.livelib.ru/genre/Музыка-5-класс;Музыка 5 класс;1
3;https://www.livelib.ru/genre/История-5-класс;История 5 класс;6
3;https://www.livelib.ru/genre/Музыка-5-класс;Музыка 5 класс;1
2;https://www.livelib.ru/genre/Учебники-6-класс;Учебники 6 класс;2
3;https://www.livelib.ru/genre/История-6-класс;История 6 класс;1
3;https://www.livelib.ru/genre/Музыка-6-класс;Музыка 6 класс;1
3;https://www.livelib.ru/genre/История-6-класс;История 6 класс;1
3;https://www.livelib.ru/genre/Музыка-6-класс;Музыка 6 класс;1
2;https://www.livelib.ru/genre/Учебники-7-класс;Учебники 7 класс;12
3;https://www.livelib.ru/genre/История-7-класс;История 7 класс;7
3;https://www.livelib.ru/genre/Физика-7-класс;Физика 7 класс;5
3;https://www.livelib.ru/genre/История-7-класс;История 7 класс;7
3;https://www.livelib.ru/genre/Физика-7-класс;Физика 7 класс;5
2;https://www.livelib.ru/genre/Учебники-8-класс;Учебники 8 класс;11
3;https://www.livelib.ru/genre/Алгебра-8-класс;Алгебра 8 класс;1
3;https://www.livelib.ru/genre/История-8-класс;История 8 класс;4
3;https://www.livelib.ru/genre/Физика-8-класс;Физика 8 класс;6
3;https://www.livelib.ru/genre/Алгебра-8-класс;Алгебра 8 класс;1
3;https://www.livelib.ru/genre/История-8-класс;История 8 класс;4
3;https://www.livelib.ru/genre/Физика-8-класс;Физика 8 класс;6
2;https://www.livelib.ru/genre/Учебники-9-класс;Учебники 9 класс;6
3;https://www.livelib.ru/genre/История-9-класс;История 9 класс;5
3;https://www.livelib.ru/genre/Физика-9-класс;Физика 9 класс;1
3;https://www.livelib.ru/genre/История-9-класс;История 9 класс;5
3;https://www.livelib.ru/genre/Физика-9-класс;Физика 9 класс;1
2;https://www.livelib.ru/genre/Учебные-программы;Учебные программы;1640
2;https://www.livelib.ru/genre/Школьные-методические-пособия;Школьные методические пособия;44114
2;https://www.livelib.ru/genre/Школьные-учебники-по-английскому-языку;Школьные учебники по английскому языку;2630
2;https://www.livelib.ru/genre/Школьные-учебники-по-биологии;Школьные учебники по биологии;976
2;https://www.livelib.ru/genre/Школьные-учебники-по-географии;Школьные учебники по географии;1107
2;https://www.livelib.ru/genre/Школьные-учебники-по-естествознанию;Школьные учебники по естествознанию;78
2;https://www.livelib.ru/genre/Школьные-учебники-по-изобразительному-искусству-изо;Школьные учебники по изобразительному искусству (ИЗО);461
2;https://www.livelib.ru/genre/Школьные-учебники-по-информатике;Школьные учебники по информатике;777
2;https://www.livelib.ru/genre/Школьные-учебники-по-истории;Школьные учебники по истории;1266
2;https://www.livelib.ru/genre/Школьные-учебники-по-литературе;Школьные учебники по литературе;993
2;https://www.livelib.ru/genre/Школьные-учебники-по-математике;Школьные учебники по математике;2075
2;https://www.livelib.ru/genre/Школьные-учебники-по-мировой-художественной-культуре-мхк;Школьные учебники по мировой художественной культуре (МХК);134
2;https://www.livelib.ru/genre/Школьные-учебники-по-музыке;Школьные учебники по музыке;1237
2;https://www.livelib.ru/genre/Школьные-учебники-по-немецкому-языку;Школьные учебники по немецкому языку;627
2;https://www.livelib.ru/genre/Школьные-учебники-по-обществознанию;Школьные учебники по обществознанию;999
2;https://www.livelib.ru/genre/Школьные-учебники-по-окружающему-миру;Школьные учебники по окружающему миру;291
2;https://www.livelib.ru/genre/Школьные-учебники-по-основам-безопасности-жизнедеятельности-обж;Школьные учебники по основам безопасности жизнедеятельности (ОБЖ);367
2;https://www.livelib.ru/genre/Школьные-учебники-по-правоведению;Школьные учебники по правоведению;326
2;https://www.livelib.ru/genre/Школьные-учебники-по-риторике;Школьные учебники по риторике;48
2;https://www.livelib.ru/genre/Школьные-учебники-по-русскому-языку;Школьные учебники по русскому языку;4812
2;https://www.livelib.ru/genre/Школьные-учебники-по-технологии;Школьные учебники по технологии;815
2;https://www.livelib.ru/genre/Школьные-учебники-по-физике;Школьные учебники по физике;1092
2;https://www.livelib.ru/genre/Школьные-учебники-по-физической-культуре;Школьные учебники по физической культуре;458
2;https://www.livelib.ru/genre/Школьные-учебники-по-французскому-языку;Школьные учебники по французскому языку;337
2;https://www.livelib.ru/genre/Школьные-учебники-по-химии;Школьные учебники по химии;825
2;https://www.livelib.ru/genre/Школьные-учебники-по-черчению;Школьные учебники по черчению;44
2;https://www.livelib.ru/genre/Школьные-учебники-по-экологии;Школьные учебники по экологии;12
2;https://www.livelib.ru/genre/Гиа-огэ-гвэ;ГИА (ОГЭ, ГВЭ);2455
2;https://www.livelib.ru/genre/Егэ;ЕГЭ;3517
2;https://www.livelib.ru/genre/Рабочие-тетради;Рабочие тетради;15
2;https://www.livelib.ru/genre/Список-школьной-литературы-10-11-класс;Список школьной литературы 10-11 класс;1
2;https://www.livelib.ru/genre/Список-школьной-литературы-7-8-класс;Список школьной литературы 7-8 класс;3
2;https://www.livelib.ru/genre/Учебники-1-класс;Учебники 1 класс;2298
2;https://www.livelib.ru/genre/Учебники-10-класс;Учебники 10 класс;17
2;https://www.livelib.ru/genre/Учебники-11-класс;Учебники 11 класс;16
2;https://www.livelib.ru/genre/Учебники-2-класс;Учебники 2 класс;2441
2;https://www.livelib.ru/genre/Учебники-3-класс;Учебники 3 класс;2162
2;https://www.livelib.ru/genre/Учебники-4-класс;Учебники 4 класс;2811
2;https://www.livelib.ru/genre/Учебники-5-класс;Учебники 5 класс;8
2;https://www.livelib.ru/genre/Учебники-6-класс;Учебники 6 класс;2
2;https://www.livelib.ru/genre/Учебники-7-класс;Учебники 7 класс;12
2;https://www.livelib.ru/genre/Учебники-8-класс;Учебники 8 класс;11
2;https://www.livelib.ru/genre/Учебники-9-класс;Учебники 9 класс;6
2;https://www.livelib.ru/genre/Учебные-программы;Учебные программы;1640
2;https://www.livelib.ru/genre/Школьные-методические-пособия;Школьные методические пособия;44114
2;https://www.livelib.ru/genre/Школьные-учебники-по-английскому-языку;Школьные учебники по английскому языку;2630
2;https://www.livelib.ru/genre/Школьные-учебники-по-биологии;Школьные учебники по биологии;976
2;https://www.livelib.ru/genre/Школьные-учебники-по-географии;Школьные учебники по географии;1107
2;https://www.livelib.ru/genre/Школьные-учебники-по-естествознанию;Школьные учебники по естествознанию;78
2;https://www.livelib.ru/genre/Школьные-учебники-по-изобразительному-искусству-изо;Школьные учебники по изобразительному искусству (ИЗО);461
2;https://www.livelib.ru/genre/Школьные-учебники-по-информатике;Школьные учебники по информатике;777
2;https://www.livelib.ru/genre/Школьные-учебники-по-истории;Школьные учебники по истории;1266
2;https://www.livelib.ru/genre/Школьные-учебники-по-литературе;Школьные учебники по литературе;993
2;https://www.livelib.ru/genre/Школьные-учебники-по-математике;Школьные учебники по математике;2075
2;https://www.livelib.ru/genre/Школьные-учебники-по-мировой-художественной-культуре-мхк;Школьные учебники по мировой художественной культуре (МХК);134
2;https://www.livelib.ru/genre/Школьные-учебники-по-музыке;Школьные учебники по музыке;1237
2;https://www.livelib.ru/genre/Школьные-учебники-по-немецкому-языку;Школьные учебники по немецкому языку;627
2;https://www.livelib.ru/genre/Школьные-учебники-по-обществознанию;Школьные учебники по обществознанию;999
2;https://www.livelib.ru/genre/Школьные-учебники-по-окружающему-миру;Школьные учебники по окружающему миру;291
2;https://www.livelib.ru/genre/Школьные-учебники-по-основам-безопасности-жизнедеятельности-обж;Школьные учебники по основам безопасности жизнедеятельности (ОБЖ);367
2;https://www.livelib.ru/genre/Школьные-учебники-по-правоведению;Школьные учебники по правоведению;326
2;https://www.livelib.ru/genre/Школьные-учебники-по-риторике;Школьные учебники по риторике;48
2;https://www.livelib.ru/genre/Школьные-учебники-по-русскому-языку;Школьные учебники по русскому языку;4812
2;https://www.livelib.ru/genre/Школьные-учебники-по-технологии;Школьные учебники по технологии;815
2;https://www.livelib.ru/genre/Школьные-учебники-по-физике;Школьные учебники по физике;1092
2;https://www.livelib.ru/genre/Школьные-учебники-по-физической-культуре;Школьные учебники по физической культуре;458
2;https://www.livelib.ru/genre/Школьные-учебники-по-французскому-языку;Школьные учебники по французскому языку;337
2;https://www.livelib.ru/genre/Школьные-учебники-по-химии;Школьные учебники по химии;825
2;https://www.livelib.ru/genre/Школьные-учебники-по-черчению;Школьные учебники по черчению;44
2;https://www.livelib.ru/genre/Школьные-учебники-по-экологии;Школьные учебники по экологии;12
1;https://www.livelib.ru/genre/Учебники-и-пособия-для-вузов;Учебники и пособия для вузов;370
0;https://www.livelib.ru/genre/Исторический-роман;Исторический роман;1283
0;https://www.livelib.ru/genre/Магический-реализм;Магический реализм;458
0;https://www.livelib.ru/genre/Реализм;Реализм;784
0;https://www.livelib.ru/genre/Историческая-проза;Историческая проза;18543
0;https://www.livelib.ru/genre/Артбуки;Артбуки;14
0;https://www.livelib.ru/genre/Притчи;Притчи;2
